date,current_close,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,close_to_ma_5,close_to_ma_10,close_to_ma_20,close_to_ma_60,volatility_5d,volatility_10d,volatility_20d,volume_to_ma_5,volume_to_ma_10,volume_to_ma_20,intraday_return,open_gap_return,intraday_range,close_position_in_range,rsi_14,rsi_change_1d,macd,macd_signal,macd_hist,macd_change_1d,macd_signal_change_1d,macd_hist_change_1d,foreign_ownership_pct,foreign_ownership_change_1d,day_of_week,month
2026-06-01,349000.0,0.10094637223974767,0.1652754590984975,0.1368078175895766,0.19316239316239314,0.2902033271719038,0.5442477876106195,0.11040407254215712,0.16488651535380505,0.23104056437389775,0.5379304773166271,0.041581604865246535,0.042407551420856233,0.051576289944833084,1.3262635526199167,1.388810420895105,1.3058120436410865,0.09233176838810642,0.007886435331230235,0.10028653295128939,0.8428571428571429,75.960687,6.184299999999993,25060.530046,21728.228521,3332.301525,2970.5930499999995,833.0753810000024,2137.517668,48.3,0.00999999999999801,0,6
