날짜,종가,시가,고가,저가,거래량,변동 %,RSI(14),"MACD(12,26)",MACD_SIGNAL(9),MACD_HIST,외국인소진율
2018-06-01,51300,50500,51700,49950,13038499.0,,,0.0,0.0,0.0,53.05
2018-06-04,51100,50800,51200,50700,9767171.0,-0.389864,,-15.954416,-3.190883,-12.763533,53.07
2018-06-05,51300,51100,51400,50400,9144100.0,0.391389,,-12.318082,-5.016323,-7.301759,53.09
2018-06-07,50600,51800,51800,50500,13590016.0,-1.364522,,-65.169181,-17.046895,-48.122286,53.07
2018-06-08,49650,50200,50400,49600,16951706.0,-1.87747,,-181.617544,-49.961024,-131.65652,53.04
2018-06-11,49900,49750,50300,49350,10571312.0,0.503525,,-250.839281,-90.136676,-160.702606,53.01
2018-06-12,49400,49700,49800,49250,12110569.0,-1.002004,,-342.100309,-140.529402,-201.570906,52.99
2018-06-14,48200,49000,49000,48200,20971729.0,-2.42915,,-505.42903,-213.509328,-291.919702,52.89
2018-06-15,47650,48500,48700,47650,17080892.0,-1.141079,,-671.507897,-305.109042,-366.398855,52.8
2018-06-18,46600,47600,47650,46200,16661870.0,-2.203568,,-877.73484,-419.634202,-458.100638,52.75
2018-06-19,47000,47200,47350,46500,15217971.0,0.858369,,-997.397147,-535.186791,-462.210357,52.73
2018-06-20,47000,47450,47600,46850,12959316.0,0.0,,-1079.783318,-644.106096,-435.677222,52.7
2018-06-21,47050,47900,47900,47050,10015541.0,0.106383,,-1128.03706,-740.892289,-387.144772,52.7
2018-06-22,47250,47000,47250,46200,10298006.0,0.42508,,-1137.03316,-820.120463,-316.912697,52.69
2018-06-25,46650,47050,47050,46150,10587711.0,-1.269841,16.058394,-1178.986991,-891.893769,-287.093223,52.66
2018-06-26,47000,45900,47300,45900,11223166.0,0.750268,20.436402,-1170.500825,-947.61518,-222.885645,52.65
2018-06-27,47950,47450,48500,47000,15274752.0,2.021277,30.9616,-1074.729603,-973.038065,-101.691538,52.69
2018-06-28,46800,46850,47150,46600,12784800.0,-2.398332,26.407505,-1079.18543,-994.267538,-84.917892,52.62
2018-06-29,46650,46250,47150,46200,14099635.0,-0.320513,25.872937,-1082.343866,-1011.882803,-70.461062,52.62
2018-07-02,45550,46500,47150,45500,13112253.0,-2.357985,22.306796,-1160.233308,-1041.552904,-118.680404,52.58
2018-07-03,46150,45750,46450,45750,10959655.0,1.317234,28.126053,-1160.17252,-1065.276827,-94.895693,52.6
2018-07-04,46250,46700,47050,46050,8776763.0,0.216685,29.079485,-1138.926347,-1080.006731,-58.919616,52.61
2018-07-05,45950,46100,46550,45600,7039773.0,-0.648649,27.884435,-1133.232891,-1090.651963,-42.580928,52.58
2018-07-06,44900,45500,45850,44650,17843706.0,-2.285092,24.144453,-1199.618555,-1112.445282,-87.173274,52.5
2018-07-09,45600,45500,46100,45200,11602464.0,1.55902,30.807321,-1182.118793,-1126.379984,-55.738809,52.48
2018-07-10,46300,46200,46550,46100,10528665.0,1.535088,36.786838,-1099.096258,-1120.923239,21.826981,52.5
2018-07-11,46000,46400,46450,45400,11224077.0,-0.647948,35.375858,-1045.456422,-1105.829875,60.373453,52.5
2018-07-12,45500,45900,46250,45450,11828104.0,-1.086957,33.097328,-1031.402917,-1090.944484,59.541567,52.49
2018-07-13,46500,45800,46500,45750,11543389.0,2.197802,41.247862,-928.866377,-1058.528862,129.662486,52.49
2018-07-16,46050,46800,46800,46000,7678719.0,-0.967742,38.948384,-873.843544,-1021.591799,147.748254,52.48
2018-07-17,45850,46150,46200,45600,8892953.0,-0.434311,37.936145,-836.730573,-984.619554,147.888981,52.46
2018-07-18,46550,46700,47200,46450,10952645.0,1.526718,43.473456,-742.277611,-936.151165,193.873554,52.48
2018-07-19,46900,47050,47200,46600,9880128.0,0.75188,46.064584,-631.896771,-875.300286,243.403515,52.49
2018-07-20,47450,47000,47600,46700,10474547.0,1.172708,49.947363,-494.340309,-799.108291,304.767981,52.51
2018-07-23,46500,47100,47200,46150,10823782.0,-2.002107,44.048774,-456.718121,-730.630257,273.912136,52.5
2018-07-24,46150,46350,46600,45950,8261363.0,-0.752688,42.077207,-449.95751,-674.495708,224.538198,52.48
2018-07-25,46150,46250,46550,45900,7222471.0,0.0,42.077207,-439.533014,-627.503169,187.970155,52.46
2018-07-26,46900,46100,47000,46000,7374946.0,1.625135,47.875285,-366.527691,-575.308073,208.780382,52.48
2018-07-27,46900,46450,47000,46450,4762460.0,0.0,47.875285,-305.152835,-521.277026,216.124191,52.48
2018-07-30,46500,46550,46800,46350,5723035.0,-0.852878,45.083874,-285.498428,-474.121306,188.622878,52.49
2018-07-31,46250,46200,46450,46000,8033607.0,-0.537634,43.381399,-286.789153,-436.654875,149.865723,52.47
2018-08-01,46550,46050,46850,46050,7484499.0,0.648649,46.015859,-260.600528,-401.444006,140.843478,52.48
2018-08-02,45550,46550,46800,45500,8560924.0,-2.148228,39.429866,-316.884648,-384.532134,67.647487,52.48
2018-08-03,45750,45850,45900,45450,8274944.0,0.439078,41.241211,-341.416255,-375.908958,34.492703,52.48
2018-08-06,45800,46150,46150,45750,6771979.0,0.10929,41.710519,-352.756789,-371.278524,18.521736,52.5
2018-08-07,46700,46300,46750,45900,9058174.0,1.965066,49.525282,-285.82693,-354.188206,68.361276,52.53
2018-08-08,46800,47000,47000,46550,6429338.0,0.214133,50.32223,-222.154511,-327.781467,105.626956,52.55
2018-08-09,46900,47000,47050,46450,12010886.0,0.213675,51.152808,-161.759829,-294.577139,132.81731,52.52
2018-08-10,45400,46150,46400,44850,16670643.0,-3.198294,40.275231,-232.256762,-282.113064,49.856302,52.49
2018-08-13,45050,44950,45100,44650,9803831.0,-0.770925,38.232296,-312.762828,-288.243017,-24.519812,52.49
2018-08-14,45150,44850,45400,44850,6409259.0,0.221976,39.18152,-364.295925,-303.453598,-60.842327,52.49
2018-08-16,44250,43800,44650,43700,10088229.0,-1.993355,34.102085,-472.31421,-337.225721,-135.088489,52.46
2018-08-17,44100,44050,44400,44050,6808747.0,-0.338983,33.326626,-563.527234,-382.486023,-181.041211,52.47
2018-08-20,43850,43500,44200,43500,7289124.0,-0.566893,32.019765,-648.511487,-435.691116,-212.820371,52.44
2018-08-21,44800,43700,44900,43700,9520270.0,2.166477,41.420319,-631.920671,-474.937027,-156.983644,52.43
2018-08-22,46100,45150,46200,44900,11641656.0,2.901786,51.337147,-508.017089,-481.553039,-26.46405,52.49
2018-08-23,46200,46150,46200,45700,6730918.0,0.21692,52.010149,-397.175057,-464.677443,67.502386,52.51
2018-08-24,46150,45900,46400,45550,6582535.0,-0.108225,51.625699,-309.795402,-433.701035,123.905633,52.52
2018-08-27,46300,46100,46550,46000,5263782.0,0.325027,52.753994,-225.839314,-392.12869,166.289377,52.53
2018-08-28,46550,46800,46950,46300,7365976.0,0.539957,54.652427,-137.545065,-341.211965,203.666901,52.54
2018-08-29,46800,46750,46800,46400,5572374.0,0.537057,56.53335,-46.858174,-282.341207,235.483033,52.56
2018-08-30,47650,46950,47950,46700,12193231.0,1.816239,62.264373,92.533074,-207.366351,299.899424,52.64
2018-08-31,48450,47100,48450,47000,13577454.0,1.678909,66.712823,264.505896,-112.991901,377.497797,52.69
2018-09-03,47450,48200,48300,47300,8595084.0,-2.063983,57.576034,316.456046,-27.102312,343.558358,52.66
2018-09-04,47650,47550,47800,47200,6791255.0,0.421496,58.791617,369.505809,52.219312,317.286497,52.67
2018-09-05,46600,47300,47450,46400,9139998.0,-2.203568,50.595159,323.097438,106.394937,216.702501,52.66
2018-09-06,46100,46200,46400,45800,9040553.0,-1.072961,47.219217,243.169541,133.749858,109.419683,52.65
2018-09-07,44900,44500,45200,44400,18285508.0,-2.603037,40.273715,82.050311,123.409949,-41.359638,52.54
2018-09-10,45500,45450,45550,45000,9979838.0,1.336303,44.657024,2.745498,99.277059,-96.531561,52.57
2018-09-11,45050,45550,45900,45050,9865790.0,-0.989011,42.158043,-95.316627,60.358321,-155.674948,52.56
2018-09-12,44550,44900,45100,44500,12995269.0,-1.109878,39.5123,-210.945737,6.09751,-217.043247,52.5
2018-09-13,44050,44550,44750,44000,18277942.0,-1.122334,37.010909,-339.020445,-62.926081,-276.094364,52.37
2018-09-14,45850,45000,45850,44900,12446344.0,4.086266,49.424024,-291.910653,-108.722996,-183.187657,52.41
2018-09-17,45150,45550,45800,44900,8123384.0,-1.526718,45.655921,-307.51511,-148.481418,-159.033691,52.42
2018-09-18,45500,44950,45900,44700,9987090.0,0.775194,47.798905,-288.31615,-176.448365,-111.867786,52.44
2018-09-19,46150,46000,46200,45700,9367454.0,1.428571,51.614905,-218.136725,-184.786037,-33.350688,52.47
2018-09-20,47250,46850,47600,46400,13536966.0,2.383532,57.303268,-72.917668,-162.412363,89.494695,52.54
2018-09-21,47400,46550,47550,46550,14476906.0,0.31746,58.027904,53.654729,-119.198945,172.853674,52.55
2018-09-27,47500,46950,47500,46450,15804586.0,0.21097,58.533169,160.186895,-63.321777,223.508672,52.6
2018-09-28,46450,47250,47250,46300,11270515.0,-2.210526,51.520083,158.066092,-19.044203,177.110295,52.57
2018-10-01,46350,46450,46800,45800,6354983.0,-0.215285,50.894659,146.625963,14.08983,132.536133,52.58
2018-10-02,45700,46450,46700,45700,6607188.0,-1.402373,46.908557,84.140096,28.099883,56.040212,52.58
2018-10-04,44700,45150,45600,44700,11865327.0,-2.188184,41.520744,-45.547009,13.370505,-58.917514,52.51
2018-10-05,44700,44800,45500,44550,10544165.0,0.0,41.520744,-146.634661,-18.630528,-128.004133,52.47
2018-10-08,44950,44200,45200,44200,6759464.0,0.559284,43.405454,-204.220318,-55.748486,-148.471832,52.46
2018-10-10,45300,45250,45500,44500,10341349.0,0.778643,46.028004,-219.089761,-88.416741,-130.67302,52.47
2018-10-11,43100,44000,44650,43100,19324537.0,-4.856512,35.037422,-403.741435,-151.48168,-252.259755,52.38
2018-10-12,44000,43200,44650,43200,12640906.0,2.088167,41.220812,-472.015637,-215.588471,-256.427165,52.4
2018-10-15,43800,44050,44050,43350,7434522.0,-0.454545,40.302754,-536.082141,-279.687205,-256.394935,52.43
2018-10-16,43600,43700,44150,43350,6825677.0,-0.456621,39.358737,-596.121913,-342.974147,-253.147766,52.44
2018-10-17,44150,44150,44500,44000,8306193.0,1.261468,43.292454,-592.493564,-392.87803,-199.615534,52.45
2018-10-18,44050,43950,44450,43700,8347725.0,-0.226501,42.749469,-590.875986,-432.477621,-158.398364,52.48
2018-10-19,43900,43900,44150,43450,7842520.0,-0.340522,41.900541,-594.840834,-464.950264,-129.89057,52.46
2018-10-22,43550,43450,43950,43200,8357648.0,-0.797267,39.909073,-619.088612,-495.777934,-123.310679,52.45
2018-10-23,43050,43300,43450,42550,9531231.0,-1.148106,37.189734,-670.917058,-530.805759,-140.1113,52.43
2018-10-24,42550,43050,43100,42250,13522825.0,-1.16144,34.647321,-743.763652,-573.397337,-170.366315,52.38
2018-10-25,41000,40600,41550,40550,19338170.0,-3.642773,28.209187,-916.007979,-641.919466,-274.088513,52.28
2018-10-26,41000,41100,41300,40400,14413864.0,0.0,28.209187,-1040.5184,-721.639252,-318.879148,52.25
2018-10-29,41400,40850,41950,40550,14460521.0,0.97561,31.991448,-1094.302709,-796.171944,-298.130765,52.22
2018-10-30,42350,41400,43000,41000,14205190.0,2.294686,40.067406,-1048.18725,-846.575005,-201.612245,52.2
2018-10-31,42400,42900,43350,41700,17621480.0,0.118064,40.468098,-996.123147,-876.484633,-119.638514,52.21
2018-11-01,42150,42450,42950,42150,13423132.0,-0.589623,39.06187,-963.923372,-893.972381,-69.950991,52.24
2018-11-02,44150,43050,44250,42800,16517112.0,4.744958,53.102025,-768.166587,-868.811222,100.644635,52.29
2018-11-05,43800,43750,43800,42900,9426777.0,-0.792752,50.892206,-633.96208,-821.841394,187.879314,52.32
2018-11-06,43750,43750,43800,42950,7713625.0,-0.114155,50.568454,-525.580063,-762.589128,237.009065,52.32
2018-11-07,44000,43600,44500,43400,11553998.0,0.571429,52.205619,-414.732841,-693.01787,278.285029,52.33
2018-11-08,44050,44900,45050,44050,12617397.0,0.113636,52.544145,-319.171823,-618.248661,299.076838,52.35
2018-11-09,44300,44450,44850,43900,7318500.0,0.567537,54.287576,-220.721773,-538.743283,318.02151,52.37
2018-11-12,45200,43850,45250,43700,8552566.0,2.031603,59.98668,-69.278324,-444.850291,375.571967,52.4
2018-11-13,44500,43900,44500,43400,9311126.0,-1.548673,54.314756,-5.677008,-357.015635,351.338626,52.35
2018-11-14,44100,44500,44500,43800,6783344.0,-0.898876,51.328151,12.308946,-283.150719,295.459664,52.33
2018-11-15,44250,44050,44350,43500,5864067.0,0.340136,52.385492,38.226044,-218.875366,257.10141,52.32
2018-11-16,44000,44600,44750,43700,7777124.0,-0.564972,50.419554,38.152819,-167.469729,205.622548,52.32
2018-11-19,43650,44050,44250,43450,7538720.0,-0.795455,47.719529,9.740431,-132.027697,141.768128,52.3
2018-11-20,42800,42450,43000,42100,9420664.0,-1.947308,41.85715,-80.437257,-121.709609,41.272352,52.26
2018-11-21,42100,41800,42300,41800,10769589.0,-1.635514,37.744726,-206.013084,-138.570304,-67.44278,52.21
2018-11-22,42450,42000,42650,42000,5970796.0,0.831354,40.872754,-274.130748,-165.682393,-108.448355,52.19
2018-11-23,42400,42450,42600,41900,5192638.0,-0.117786,40.55923,-328.363895,-198.218693,-130.145201,52.18
2018-11-26,42600,42150,42800,42100,6613009.0,0.471698,42.460516,-351.157797,-228.806514,-122.351283,52.14
2018-11-27,43050,42900,43100,42500,8367091.0,1.056338,46.599339,-329.117034,-248.868618,-80.248416,52.15
2018-11-28,43150,42800,43200,42750,6943099.0,0.232288,47.503025,-300.1208,-259.119054,-41.001746,52.14
2018-11-29,43150,43850,43850,42900,8473511.0,0.0,47.503025,-273.982773,-262.091798,-11.890975,52.14
2018-11-30,41850,43450,44000,41750,19775519.0,-3.012746,37.846707,-354.085655,-280.490569,-73.595085,52.11
2018-12-03,43250,42750,43400,42400,12110702.0,3.345281,49.704167,-301.128247,-284.618105,-16.510142,52.17
2018-12-04,42150,42650,42900,41900,14347746.0,-2.543353,42.795764,-343.955027,-296.485489,-47.469538,52.12
2018-12-05,41450,40900,41750,40850,12631983.0,-1.660735,39.073891,-429.429512,-323.074294,-106.355219,52.04
2018-12-06,40500,40600,41100,40450,14251826.0,-2.291918,34.667406,-567.286394,-371.916714,-195.36968,51.94
2018-12-07,40950,40900,41400,40850,11433083.0,1.111111,38.221405,-632.931684,-424.119708,-208.811976,51.93
2018-12-10,40200,40450,40650,40000,14892263.0,-1.831502,34.821489,-736.979343,-486.691635,-250.287708,51.85
2018-12-11,40250,40600,40700,40200,10638766.0,0.124378,35.235102,-806.110935,-550.575495,-255.53544,55.76
2018-12-12,40450,40250,40700,40150,12024279.0,0.496894,36.958407,-835.132997,-607.486995,-227.646002,55.72
2018-12-13,40000,40650,40750,40000,26254646.0,-1.112485,34.719854,-884.251331,-662.839863,-221.411469,55.73
2018-12-14,38950,40200,40200,38700,19671783.0,-2.625,30.133521,-996.418102,-729.55551,-266.862592,55.71
2018-12-17,39150,38650,39600,38650,11532968.0,0.513479,31.976713,-1056.988442,-795.042097,-261.946346,55.7
2018-12-18,38900,38300,39200,38300,11042101.0,-0.63857,30.880047,-1112.341405,-858.501958,-253.839447,55.66
2018-12-19,39100,38900,39350,38850,9942037.0,0.514139,32.863731,-1127.07844,-912.217255,-214.861185,55.63
2018-12-20,38650,38600,39100,38500,11937617.0,-1.150895,30.72697,-1161.677786,-962.109361,-199.568425,55.63
2018-12-21,38650,38200,38650,38100,14947080.0,0.0,30.72697,-1175.547043,-1004.796898,-170.750146,55.56
2018-12-24,38800,38500,39050,38300,9729530.0,0.388098,32.425488,-1161.050911,-1036.0477,-125.003211,55.57
2018-12-26,38350,38400,38750,38300,12707675.0,-1.159794,30.045416,-1172.359629,-1063.310086,-109.049543,55.51
2018-12-27,38250,38700,38800,38100,10510643.0,-0.260756,29.526745,-1175.83672,-1085.815413,-90.021307,55.54
2018-12-28,38700,38250,38900,38200,9900267.0,1.176471,34.967288,-1129.263651,-1094.50506,-34.758591,55.58
2019-01-02,38750,39400,39400,38550,7847664.0,0.129199,35.562537,-1075.917075,-1090.787463,14.870388,55.61
2019-01-03,37600,38300,38550,37450,12471493.0,-2.967742,28.99007,-1113.598053,-1095.349581,-18.248471,55.64
2019-01-04,37450,37450,37600,36850,14108958.0,-0.398936,28.256515,-1142.395422,-1104.758749,-37.636673,55.66
2019-01-07,38750,38000,38900,37800,12748997.0,3.471295,41.962968,-1048.235009,-1093.454001,45.218993,55.69
2019-01-08,38100,38000,39200,37950,12756554.0,-1.677419,38.04881,-1014.368759,-1077.636953,63.268194,55.66
2019-01-09,39600,38650,39600,38300,17452708.0,3.937008,49.707244,-856.617495,-1033.433061,176.815567,55.71
2019-01-10,39800,40000,40150,39600,14731699.0,0.505051,51.030487,-707.30676,-968.207801,260.901041,55.77
2019-01-11,40500,40350,40550,39950,11661063.0,1.758794,55.448708,-526.424484,-879.851138,353.426653,55.82
2019-01-14,40050,40450,40700,39850,11984996.0,-1.111111,52.188851,-414.605898,-786.80209,372.196192,55.85
2019-01-15,41100,40050,41100,39850,11492756.0,2.621723,58.342858,-238.513206,-677.144313,438.631107,55.88
2019-01-16,41450,41150,41450,40700,8491595.0,0.851582,60.182633,-69.910519,-555.697554,485.787035,55.9
2019-01-17,41950,41700,42100,41450,11736903.0,1.206273,62.715926,102.868344,-423.984374,526.852719,55.96
2019-01-18,42300,42000,42400,41950,11029256.0,0.834327,64.422296,264.984339,-286.190632,551.17497,55.98
2019-01-21,42750,42700,42750,41900,11355701.0,1.06383,66.542478,424.875966,-143.977312,568.853278,56.01
2019-01-22,42150,42750,42850,41850,9964356.0,-1.403509,61.297304,497.442044,-15.693441,513.135485,56.02
2019-01-23,42000,41350,42250,41350,11071079.0,-0.355872,60.023488,536.661142,94.777476,441.883667,55.98
2019-01-24,43050,43050,43100,42350,14747623.0,2.5,65.437867,645.033243,204.828629,440.204614,56.08
2019-01-25,44750,44300,44750,43750,22789395.0,3.948897,72.040504,858.201889,335.503281,522.698608,56.23
2019-01-28,45050,45000,45500,44600,17998914.0,0.670391,73.020029,1039.365906,476.275806,563.0901,56.36
2019-01-29,45500,45050,45500,44350,16215017.0,0.99889,74.465122,1205.356337,622.091912,583.264425,56.42
2019-01-30,46400,44800,46400,44800,17505980.0,1.978022,77.106231,1393.464437,776.366417,617.09802,56.49
2019-01-31,46150,46650,47050,46150,21621145.0,-0.538793,74.792087,1505.019621,922.097058,582.922563,56.62
2019-02-01,46350,46650,46950,46250,13832454.0,0.433369,75.427455,1591.223602,1055.922367,535.301235,56.67
2019-02-07,46200,46800,47100,46200,15872001.0,-0.323625,73.922542,1628.662919,1170.470477,458.192442,56.69
2019-02-08,44800,45700,45700,44650,12689196.0,-3.030303,61.574348,1527.754545,1241.927291,285.827254,56.64
2019-02-11,45000,44500,45000,44250,11125044.0,0.446429,62.5371,1447.239385,1282.98971,164.249675,56.65
2019-02-12,46050,44650,46250,44650,13184367.0,2.333333,67.185497,1451.425634,1316.676894,134.748739,56.68
2019-02-13,46200,46400,46700,46000,11299738.0,0.325733,67.800167,1450.130807,1343.367677,106.76313,56.68
2019-02-14,47500,46600,47500,46150,17259341.0,2.813853,72.591893,1536.294339,1381.953009,154.341329,56.73
2019-02-15,46050,46750,46850,45650,10554643.0,-3.052632,61.583755,1470.624236,1399.687255,70.936981,56.71
2019-02-18,46200,46500,46850,45850,8183728.0,0.325733,62.221978,1414.379862,1402.625776,11.754086,56.7
2019-02-19,45950,45850,46150,45450,6741395.0,-0.541126,60.420312,1334.252448,1388.95111,-54.698663,56.68
2019-02-20,46900,46750,47100,46500,11506720.0,2.067465,64.613432,1332.052879,1377.571464,-45.518585,56.73
2019-02-21,46950,46500,47200,46200,8694009.0,0.10661,64.824652,1319.138084,1365.884788,-46.746704,56.76
2019-02-22,47150,46500,47150,46450,6895772.0,0.425985,65.706418,1309.941158,1354.696062,-44.754904,56.76
2019-02-25,47350,47400,47550,47050,7484716.0,0.424178,66.607873,1303.761902,1344.50923,-40.747328,56.79
2019-02-26,46750,47350,47450,46500,7985547.0,-1.267159,61.393973,1236.19967,1322.847318,-86.647648,56.81
2019-02-27,46750,47000,47250,46750,8045211.0,0.0,61.393973,1169.178552,1292.113565,-122.935013,56.82
2019-02-28,45100,46400,46500,45100,23569321.0,-3.529412,49.128762,971.721226,1228.035097,-256.313871,56.79
2019-03-04,44850,46000,46100,44800,12926539.0,-0.554324,47.577823,786.001426,1139.628363,-353.626937,56.75
2019-03-05,44250,44600,45100,44150,10612405.0,-1.337793,43.988643,583.673932,1028.437477,-444.763545,56.73
2019-03-06,44000,44000,44300,43700,10202544.0,-0.564972,42.548363,398.560664,902.462114,-503.90145,56.74
2019-03-07,44450,43400,44950,43400,11049749.0,1.022727,45.977154,284.884337,778.946559,-494.062222,56.76
2019-03-08,43800,44450,44800,43800,7729069.0,-1.462317,42.071349,140.723289,651.301905,-510.578615,56.75
2019-03-11,43650,44400,44450,43650,10717408.0,-0.342466,41.201499,14.207104,523.882945,-509.675841,56.73
2019-03-12,44650,44300,44950,44150,11431977.0,2.290951,48.80142,-5.305088,418.045338,-423.350426,56.78
2019-03-13,43850,44250,44450,43700,8108343.0,-1.791713,43.911561,-84.349625,317.566345,-401.915971,56.78
2019-03-14,43850,43700,44300,43550,18039161.0,0.0,43.911561,-145.317856,224.989505,-370.307361,56.77
2019-03-15,44200,43800,44250,43700,16814163.0,0.798176,46.625173,-163.508717,147.289861,-310.798578,56.71
2019-03-18,43700,43950,44150,43450,8188876.0,-1.131222,43.395173,-215.783509,74.675187,-290.458696,56.67
2019-03-19,43900,43750,43900,43550,7609563.0,0.457666,45.035422,-238.326055,12.074938,-250.400993,56.69
2019-03-20,44050,43800,44200,43100,9846242.0,0.341686,46.292428,-241.305815,-38.601212,-202.704603,56.68
2019-03-21,45850,44600,46250,44050,21138016.0,4.086266,58.544354,-97.300718,-50.341114,-46.959605,56.76
2019-03-22,46550,46850,47000,46250,12535911.0,1.526718,62.159576,72.473084,-25.778274,98.251358,56.81
2019-03-25,45500,45300,45650,44800,8699728.0,-2.255639,54.484228,120.900159,3.557413,117.342746,56.82
2019-03-26,45250,45500,45700,44900,9729811.0,-0.549451,52.81214,137.5208,30.35009,107.17071,56.84
2019-03-27,45350,44750,45600,44250,9568081.0,0.220994,53.427826,156.952689,55.67061,101.282079,56.82
2019-03-28,44850,44950,45200,44300,6821306.0,-1.102536,49.9206,130.502429,70.636974,59.865455,56.83
2019-03-29,44650,44500,44900,44200,11491713.0,-0.445931,48.54779,92.337668,74.977112,17.360555,56.82
2019-04-01,45050,45200,45450,44850,7362129.0,0.895857,51.424916,93.293052,78.6403,14.652752,56.82
2019-04-02,45750,45550,46100,45350,9480688.0,1.553829,56.055947,148.81886,92.676012,56.142848,56.88
2019-04-03,46600,46750,46750,45800,12436570.0,1.857923,60.927235,258.432312,125.827272,132.60504,56.95
2019-04-04,46950,46150,47100,46150,12650168.0,0.751073,62.757911,369.286928,174.519203,194.767724,57.0
2019-04-05,46850,46950,47550,46600,8546339.0,-0.212993,61.866031,443.953228,228.406008,215.54722,57.03
2019-04-08,46650,47250,47250,46150,8507909.0,-0.426894,60.028602,481.438755,279.012558,202.426197,57.07
2019-04-09,46650,46700,46950,46200,6878761.0,0.0,60.028602,505.321276,324.274301,181.046974,57.11
2019-04-10,46700,46400,46700,46050,11883995.0,0.107181,60.369868,522.262609,363.871963,158.390646,57.1
2019-04-11,46250,46700,46800,46150,13697399.0,-0.963597,55.756023,493.686587,389.834888,103.8517,57.13
2019-04-12,46850,46050,46900,46000,7668936.0,1.297297,60.131234,513.535156,414.574941,98.960215,57.16
2019-04-15,47050,47150,47500,47000,8733019.0,0.426894,61.497992,539.188193,439.497592,99.690601,57.2
2019-04-16,47250,47400,47400,46800,7730881.0,0.42508,62.868818,569.096547,465.417383,103.679164,57.23
2019-04-17,47050,47300,47600,47000,5513658.0,-0.42328,60.547267,570.089171,486.35174,83.737431,57.25
2019-04-18,45600,47200,47250,45500,12808747.0,-3.081828,46.997295,448.70061,478.821514,-30.120904,57.2
2019-04-19,45300,45750,46000,45250,8479710.0,-0.657895,44.765153,324.55059,447.967329,-123.416739,57.16
2019-04-22,45350,45400,45900,45100,6006957.0,0.110375,45.232037,227.572079,403.888279,-176.316201,57.19
2019-04-23,45200,45050,45500,45000,6920566.0,-0.330761,44.029642,137.032537,350.517131,-213.484594,57.21
2019-04-24,44750,45400,45650,44150,13299267.0,-0.995575,40.54732,28.637939,286.141292,-257.503354,57.24
2019-04-25,44650,44250,45000,44100,10868965.0,-0.223464,39.794112,-64.590171,215.995,-280.58517,57.22
2019-04-26,44850,44200,45000,43800,9739982.0,0.447928,42.110274,-120.94165,148.60767,-269.54932,57.24
2019-04-29,46150,45150,46150,45100,8777517.0,2.898551,54.392211,-60.009714,106.884193,-166.893907,57.25
2019-04-30,45850,46000,46300,45350,11121273.0,-0.650054,51.667947,-35.51877,78.4036,-113.92237,57.32
2019-05-02,45900,45500,46150,45400,8625126.0,0.109051,52.098567,-11.937332,60.335414,-72.272746,57.3
2019-05-03,45300,45900,46050,45300,6562916.0,-1.30719,46.719319,-41.189056,40.03052,-81.219576,57.33
2019-05-07,44850,45250,45300,44400,12014907.0,-0.993377,43.123057,-99.535119,12.117392,-111.652511,57.3
2019-05-08,44250,44300,44850,44200,10398754.0,-1.337793,38.831078,-191.97679,-28.701444,-163.275346,57.27
2019-05-09,42450,43900,44250,42450,23029718.0,-4.067797,29.382889,-405.804575,-104.122071,-301.682505,57.25
2019-05-10,42900,42600,43450,42450,14579512.0,1.060071,33.724462,-532.811477,-189.859952,-342.951525,57.21
2019-05-13,42650,42500,43200,42350,7635079.0,-0.582751,32.527979,-646.189404,-281.125842,-365.063561,57.2
2019-05-14,42650,41300,43100,41300,11563730.0,0.0,32.527979,-727.654281,-370.43153,-357.222751,57.16
2019-05-15,42550,42700,43050,42550,7670185.0,-0.234467,32.001285,-791.164892,-454.578202,-336.586689,57.15
2019-05-16,41550,42350,42400,41350,13687828.0,-2.350176,27.249617,-911.679873,-545.998536,-365.681336,57.09
2019-05-17,41200,41950,42050,40850,13357951.0,-0.842359,25.80537,-1023.631156,-641.52506,-382.106095,57.07
2019-05-20,42000,41650,42100,41550,15752397.0,1.941748,34.367934,-1035.859298,-720.391908,-315.467391,57.11
2019-05-21,43150,42600,43950,42350,18812133.0,2.738095,44.316304,-941.897196,-764.692966,-177.204231,57.14
2019-05-22,43500,43700,43800,42400,11033339.0,0.811124,46.951794,-829.626065,-777.679586,-51.94648,57.17
2019-05-23,43850,43900,44000,43250,12259006.0,0.804598,49.524549,-704.289697,-763.001608,58.711911,57.23
2019-05-24,42700,43800,43800,42400,13966305.0,-2.622577,42.270514,-689.803486,-748.361984,58.558497,57.19
2019-05-27,42650,42500,43000,42350,8066669.0,-0.117096,41.982586,-674.581486,-733.605884,59.024398,57.17
2019-05-28,42550,42550,42950,42150,24506881.0,-0.234467,41.375561,-662.945088,-719.473725,56.528637,57.09
2019-05-29,41800,41850,42100,41300,14930618.0,-1.762632,37.048852,-706.102381,-716.799456,10.697075,57.05
2019-05-30,42550,42200,42700,42150,11766018.0,1.794258,43.420577,-672.039265,-707.847418,35.808153,57.12
2019-05-31,42500,42600,42800,42150,11365999.0,-0.117509,43.107322,-641.681675,-694.614269,52.932594,57.08
2019-06-03,43800,42950,43900,42500,15466580.0,3.058824,52.668483,-506.880923,-657.0676,150.186677,57.12
2019-06-04,43450,43400,43700,43000,9913497.0,-0.799087,50.22138,-423.411606,-610.336401,186.924795,57.08
