"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2018- 06- 28","46,800","46,850","47,150","46,600","12.08M","-2.40%","37.7370","-905.8646","-896.4779","-9.3867"
"2018- 06- 27","47,950","47,450","48,500","47,000","15.09M","2.02%","44.7661","-905.7394","-894.1312","-11.6082"
"2018- 06- 26","47,000","45,900","47,300","45,900","11.14M","0.75%","35.5587","-1009.4961","-891.2292","-118.2670"
"2018- 06- 25","46,650","47,050","47,050","46,150","9.52M","-1.27%","31.6615","-1030.5166","-861.6625","-168.8542"
"2018- 06- 24","47,250","47,250","47,250","47,250","","0.00%","35.0342","-1006.7208","-819.4489","-187.2718"
"2018- 06- 22","47,250","47,000","47,250","46,200","10.25M","0.43%","35.0342","-1022.7962","-772.6309","-250.1653"
"2018- 06- 21","47,050","47,900","47,900","47,050","9.98M","0.11%","32.9824","-1028.4374","-710.0896","-318.3477"
"2018- 06- 20","47,000","47,450","47,600","46,850","11.31M","0.00%","32.4874","-1000.3148","-630.5027","-369.8121"
"2018- 06- 19","47,000","47,200","47,350","46,500","15.17M","0.86%","32.4874","-944.7792","-538.0497","-406.7295"
"2018- 06- 18","46,600","47,600","47,650","46,200","16.62M","-2.20%","28.8630","-860.1533","-436.3673","-423.7860"
"2018- 06- 17","47,650","47,650","47,650","47,650","","0.00%","33.2085","-698.9013","-330.4208","-368.4805"
"2018- 06- 15","47,650","48,500","48,700","47,650","16.84M","-1.14%","33.2085","-589.8284","-238.3007","-351.5277"
"2018- 06- 14","48,200","49,000","49,000","48,200","19.00M","-2.43%","35.6314","-442.0324","-150.4187","-291.6137"
"2018- 06- 13","49,400","49,400","49,400","49,400","","0.00%","41.8118","-302.9614","-77.5153","-225.4461"
"2018- 06- 12","49,400","49,700","49,800","49,250","11.43M","-1.00%","41.8118","-243.2313","-21.1538","-222.0775"
"2018- 06- 11","49,900","49,750","50,300","49,350","10.50M","0.50%","44.5906","-163.4561","34.3656","-197.8216"
"2018- 06- 10","49,650","49,650","49,650","49,650","","0.00%","42.8264","-110.1655","83.8210","-193.9864"
"2018- 06- 08","49,650","50,200","50,400","49,600","16.58M","-1.88%","42.8264","-15.0903","132.3176","-147.4078"
"2018- 06- 07","50,600","51,800","51,800","50,500","13.17M","-1.36%","47.8143","106.4797","169.1695","-62.6898"
"2018- 06- 06","51,300","51,300","51,300","51,300","","0.00%","51.9545","163.3712","184.8420","-21.4708"
"2018- 06- 05","51,300","51,100","51,400","50,400","8.86M","0.39%","51.9545","162.3363","190.2097","-27.8734"
"2018- 06- 04","51,100","50,800","51,200","50,700","9.29M","-0.39%","50.9073","158.6542","197.1780","-38.5238"
"2018- 06- 03","51,300","51,300","51,300","51,300","","0.00%","51.9589","172.0104","206.8090","-34.7986"
"2018- 06- 01","51,300","50,500","51,700","49,950","12.44M","1.18%","51.9589","166.1922","215.5086","-49.3164"
"2018- 05- 31","50,700","50,400","50,800","49,850","35.94M","2.42%","49.2468","156.3488","227.8377","-71.4890"
"2018- 05- 30","49,500","51,300","51,500","49,100","20.20M","-3.51%","43.3027","202.6016","245.7100","-43.1084"
"2018- 05- 29","51,300","52,200","52,500","51,300","8.43M","-1.91%","51.7436","380.8720","256.4871","124.3849"
"2018- 05- 28","52,300","52,500","53,000","52,000","9.75M","-0.76%","57.5287","419.5972","225.3908","194.2063"
"2018- 05- 27","52,700","52,700","52,700","52,700","","0.00%","60.0211","361.1031","176.8393","184.2639"
"2018- 05- 25","52,700","51,000","52,800","50,800","15.17M","2.53%","60.0211","240.4638","130.7733","109.6905"
"2018- 05- 24","51,400","52,000","52,000","51,100","8.18M","-0.77%","54.4965","82.9865","103.3507","-20.3642"
"2018- 05- 23","51,800","50,600","52,000","50,400","17.00M","3.60%","56.7366","13.1447","108.4417","-95.2970"
"2018- 05- 22","50,000","50,000","50,000","50,000","","0.00%","47.7646","-116.9173","132.2660","-249.1832"
"2018- 05- 21","50,000","49,650","50,200","49,100","8.62M","1.01%","47.7646","-97.9503","194.5618","-292.5120"
"2018- 05- 18","49,500","49,900","49,900","49,350","6.64M","0.20%","45.0344","-72.3168","267.6898","-340.0065"
"2018- 05- 17","49,400","50,300","50,500","49,400","10.30M","-0.90%","44.4956","12.3619","352.6914","-340.3295"
"2018- 05- 16","49,850","49,200","50,200","49,150","15.24M","1.32%","46.3959","130.4446","437.7738","-307.3292"
"2018- 05- 15","49,200","50,200","50,400","49,100","17.01M","-1.80%","43.1388","233.4455","514.6061","-281.1605"
"2018- 05- 14","50,100","51,000","51,100","49,900","14.84M","-2.34%","46.7945","427.6985","584.8962","-157.1978"
"2018- 05- 11","51,300","52,000","52,200","51,200","10.14M","-0.58%","52.2796","577.7784","624.1957","-46.4173"
"2018- 05- 10","51,600","51,700","51,700","50,600","13.76M","1.38%","53.7420","638.7491","635.8000","2.9491"
"2018- 05- 09","50,900","52,600","52,800","50,900","15.96M","-3.23%","50.7576","676.7335","635.0627","41.6708"
"2018- 05- 08","52,600","52,600","53,200","51,900","22.96M","1.35%","59.3998","786.6448","624.6450","161.9998"
"2018- 05- 07","51,900","51,900","51,900","51,900","","0.00%","56.5726","742.3985","584.1451","158.2534"
"2018- 05- 04","51,900","53,000","53,900","51,800","39.42M","-2.08%","56.5726","746.3984","544.5817","201.8167"
"2018- 04- 27","53,000","53,380","53,640","52,440","28.28M","1.65%","62.4664","740.6470","494.1275","246.5194"
"2018- 04- 26","52,140","50,420","52,160","50,400","17.92M","3.45%","59.3954","610.5331","432.4977","178.0354"
"2018- 04- 25","50,400","49,220","50,500","49,220","16.55M","-0.12%","52.0199","523.1435","387.9888","135.1547"
"2018- 04- 24","50,460","51,840","51,860","50,080","15.70M","-2.77%","52.3242","581.1570","354.2002","226.9568"
"2018- 04- 23","51,900","51,000","52,080","51,000","8.85M","0.54%","60.1687","640.6410","297.4610","343.1800"
"2018- 04- 20","51,620","51,800","52,260","51,420","11.65M","-2.20%","59.0605","560.6276","211.6659","348.9616"
"2018- 04- 19","52,780","52,000","52,980","51,540","17.13M","2.76%","66.1394","478.8559","124.4255","354.4304"
"2018- 04- 18","51,360","51,000","51,360","50,580","13.44M","2.76%","60.7985","249.4112","35.8179","213.5933"
"2018- 04- 17","49,980","50,240","50,540","49,820","7.76M","-0.72%","54.2924","97.5104","-17.5804","115.0908"
"2018- 04- 16","50,340","50,320","50,600","49,860","7.69M","1.08%","56.5665","42.7205","-46.3531","89.0736"
"2018- 04- 13","49,800","49,600","50,180","49,400","10.26M","1.63%","53.8755","-64.4873","-68.6215","4.1341"
"2018- 04- 12","49,000","49,440","49,440","48,880","12.45M","0.29%","49.5780","-145.4036","-69.6550","-75.7486"
"2018- 04- 11","48,860","49,900","49,900","48,600","10.03M","-0.04%","48.8028","-165.1128","-50.7178","-114.3950"
"2018- 04- 10","48,880","48,540","49,220","48,040","10.93M","-0.65%","48.9025","-173.6126","-22.1191","-151.4935"
"2018- 04- 09","49,200","48,260","49,440","48,200","9.88M","1.65%","50.4337","-183.9726","15.7543","-199.7269"
"2018- 04- 06","48,400","48,000","48,580","47,400","10.95M","-0.70%","46.5485","-227.1016","65.6860","-292.7876"
"2018- 04- 05","48,740","47,400","49,380","47,340","13.24M","3.88%","48.0344","-197.3920","138.8829","-336.2749"
"2018- 04- 04","46,920","48,160","48,260","46,920","12.31M","-2.49%","38.2343","-191.2188","222.9516","-414.1704"
"2018- 04- 03","48,120","47,880","48,140","47,280","12.69M","-0.87%","43.2252","4.7510","326.4943","-321.7433"
"2018- 04- 02","48,540","49,000","49,220","48,500","7.10M","-1.38%","45.1402","132.6287","406.9301","-274.3014"
"2018- 03- 30","49,220","49,080","49,900","49,080","7.75M","0.37%","48.3613","251.1544","475.5054","-224.3511"
"2018- 03- 29","49,040","48,700","49,560","48,320","9.69M","0.70%","47.4394","329.5467","531.5932","-202.0465"
"2018- 03- 28","48,700","49,100","49,100","48,340","15.06M","-2.56%","45.7403","443.1377","582.1048","-138.9671"
"2018- 03- 27","49,980","50,320","50,460","49,080","11.84M","-0.60%","51.5677","616.2937","616.8466","-0.5528"
"2018- 03- 26","50,280","49,420","50,280","49,040","10.04M","1.13%","53.0383","698.0122","616.9848","81.0274"
"2018- 03- 23","49,720","50,340","50,720","49,600","14.66M","-3.98%","50.5962","761.6163","596.7279","164.8884"
"2018- 03- 22","51,780","51,060","51,780","51,040","8.28M","1.41%","61.5245","888.7384","555.5058","333.2326"
"2018- 03- 21","51,060","51,780","51,780","51,060","8.33M","-0.27%","58.6241","828.3199","472.1977","356.1222"
"2018- 03- 20","51,200","50,700","51,200","50,100","8.08M","0.91%","59.4330","812.4647","383.1671","429.2976"
"2018- 03- 19","50,740","50,620","51,340","50,440","8.21M","-0.78%","57.6501","766.1555","275.8427","490.3128"
"2018- 03- 16","51,140","51,220","51,420","50,240","12.11M","-0.78%","59.7712","742.7404","153.2646","589.4759"
"2018- 03- 15","51,540","52,000","52,020","51,020","8.64M","-0.43%","61.8856","661.3235","5.8956","655.4279"
"2018- 03- 14","51,760","51,020","52,000","51,000","12.51M","0.19%","63.0242","507.0593","-157.9614","665.0207"
"2018- 03- 13","51,660","50,760","51,660","50,360","20.06M","3.86%","62.7348","280.3867","-324.2165","604.6033"
"2018- 03- 12","49,740","50,560","50,780","49,580","8.64M","0.00%","56.6919","-2.8265","-475.3674","472.5409"
"2018- 03- 09","49,740","49,440","50,540","49,240","14.23M","1.10%","56.6919","-168.7774","-593.5026","424.7251"
"2018- 03- 08","49,200","49,200","49,480","48,080","19.43M","1.19%","54.9191","-378.1363","-699.6839","321.5476"
"2018- 03- 07","48,620","48,200","48,900","47,220","21.20M","3.40%","53.0003","-584.8723","-780.0708","195.1984"
"2018- 03- 06","47,020","45,920","47,100","45,820","15.12M","4.03%","47.2488","-781.1809","-828.8704","47.6895"
"2018- 03- 05","45,200","45,820","46,160","45,080","13.27M","-1.78%","39.4182","-857.4703","-840.7927","-16.6776"
"2018- 03- 02","46,020","46,580","46,800","46,000","13.11M","-2.21%","42.0283","-757.0620","-836.6233","79.5614"
"2018- 02- 28","47,060","47,380","48,100","47,000","14.97M","-0.68%","45.5830","-701.3835","-856.5137","155.1302"
"2018- 02- 27","47,380","48,360","48,380","47,380","9.41M","0.00%","46.7118","-726.0065","-895.2962","169.2897"
"2018- 02- 26","47,380","47,280","47,560","47,080","8.20M","0.34%","46.7118","-779.4561","-937.6187","158.1626"
"2018- 02- 23","47,220","46,760","47,800","46,760","12.09M","0.98%","46.1368","-836.3397","-977.1593","140.8196"
"2018- 02- 22","46,760","47,260","47,260","46,760","8.67M","-1.10%","44.5390","-880.4880","-1012.3642","131.8762"
"2018- 02- 21","47,280","47,280","47,580","46,840","12.81M","-0.25%","45.9704","-877.1939","-1045.3332","168.1394"
"2018- 02- 20","47,400","48,040","48,160","47,220","10.10M","-2.03%","46.2892","-913.1756","-1087.3681","174.1925"
"2018- 02- 19","48,380","49,800","49,800","47,860","14.77M","-1.27%","48.8585","-958.0370","-1130.9162","172.8793"
"2018- 02- 14","49,000","48,080","49,100","47,940","16.88M","3.07%","50.5054","-1101.1432","-1174.1360","72.9929"
"2018- 02- 13","47,540","46,200","48,060","46,200","18.75M","3.98%","46.5671","-1330.9093","-1192.3843","-138.5251"
"2018- 02- 12","45,720","45,100","46,320","45,040","15.55M","2.28%","41.1464","-1456.1613","-1157.7530","-298.4083"
"2018- 02- 09","44,700","44,440","45,180","44,420","17.40M","-2.83%","37.8660","-1409.5387","-1083.1509","-326.3878"
"2018- 02- 08","46,000","46,120","46,620","45,980","22.48M","0.44%","40.5402","-1225.6744","-1001.5540","-224.1204"
"2018- 02- 07","45,800","48,240","48,260","45,800","23.37M","-3.42%","39.9342","-1105.5324","-945.5239","-160.0085"
"2018- 02- 06","47,420","46,600","47,920","46,580","18.25M","-1.04%","43.2496","-915.7433","-905.5218","-10.2216"
"2018- 02- 05","47,920","46,500","48,320","46,000","25.87M","0.46%","44.3037","-825.1290","-902.9664","77.8373"
"2018- 02- 02","47,700","49,380","49,400","47,700","27.89M","-4.26%","43.7435","-748.3794","-922.4257","174.0463"
"2018- 02- 01","49,820","50,620","50,960","49,720","25.79M","-0.16%","48.0699","-617.1336","-965.9373","348.8037"
"2018- 01- 31","49,900","50,020","54,140","49,600","64.19M","0.20%","48.2371","-656.4942","-1053.1382","396.6440"
"2018- 01- 30","49,800","50,440","50,640","49,780","12.20M","-2.77%","48.0273","-705.3290","-1152.2992","446.9702"
"2018- 01- 29","51,220","51,200","51,480","50,900","11.64M","0.87%","50.7389","-747.2189","-1264.0417","516.8228"
"2018- 01- 26","50,780","50,500","50,780","49,840","10.34M","1.03%","49.9254","-934.3989","-1393.2474","458.8486"
"2018- 01- 25","50,260","49,220","50,360","49,160","10.99M","1.86%","49.0013","-1114.9173","-1507.9596","393.0423"
"2018- 01- 24","49,340","48,860","49,700","48,560","9.17M","0.37%","47.4066","-1276.1620","-1606.2202","330.0582"
"2018- 01- 23","49,160","48,660","49,160","48,300","12.86M","1.91%","47.1062","-1369.7337","-1688.7347","319.0010"
"2018- 01- 22","48,240","48,640","48,680","47,960","12.31M","-2.19%","45.6320","-1450.9147","-1768.4850","317.5703"
"2018- 01- 19","49,320","50,380","50,380","49,040","9.04M","-1.16%","47.0618","-1439.7541","-1847.8775","408.1234"
"2018- 01- 18","49,900","50,020","50,640","49,820","14.56M","0.56%","47.8088","-1514.5310","-1949.9084","435.3774"
"2018- 01- 17","49,620","50,020","50,020","49,060","10.57M","-0.76%","47.4347","-1646.9985","-2058.7527","411.7543"
"2018- 01- 16","50,000","48,760","50,140","48,620","13.20M","3.01%","47.8670","-1763.6097","-2161.6913","398.0816"
"2018- 01- 15","48,540","48,800","48,980","47,920","10.08M","0.71%","46.1150","-1925.4864","-2261.2117","335.7253"
"2018- 01- 12","48,200","48,240","48,480","46,760","26.77M","-0.08%","45.7206","-1955.4384","-2345.1430","389.7046"
"2018- 01- 11","48,240","48,200","49,260","48,020","23.95M","-1.23%","45.7572","-1930.6070","-2442.5692","511.9622"
"2018- 01- 10","48,840","50,500","50,520","48,640","18.53M","-3.10%","46.2730","-1874.9044","-2570.5597","695.6554"
"2018- 01- 09","50,400","51,460","51,720","49,980","17.83M","-3.11%","47.5676","-1837.6271","-2744.4735","906.8465"
"2018- 01- 08","52,020","52,400","52,520","51,500","8.36M","-0.19%","48.8866","-1922.1550","-2971.1852","1049.0302"
"2018- 01- 05","52,120","51,300","52,120","51,200","9.33M","2.04%","48.9644","-2167.0301","-3233.4427","1066.4126"
"2018- 01- 04","51,080","52,120","52,180","50,640","11.64M","-1.05%","48.1676","-2458.2413","-3500.0459","1041.8046"
"2018- 01- 03","51,620","52,540","52,560","51,420","9.92M","1.18%","48.5329","-2688.2854","-3760.4970","1072.2116"
"2018- 01- 02","51,020","51,380","51,400","50,780","8.46M","0.12%","48.1270","-2997.7849","-4028.5499","1030.7650"
"2017- 12- 28","50,960","49,560","50,960","49,500","8.88M","3.24%","48.0890","-3288.1237","-4286.2412","998.1175"
"2017- 12- 27","49,360","48,960","49,560","48,460","10.71M","2.41%","47.1295","-3604.7652","-4535.7706","931.0053"
"2017- 12- 26","48,200","49,760","50,100","48,200","15.91M","-3.02%","46.4633","-3793.5730","-4768.5219","974.9489"
"2017- 12- 22","49,700","49,400","49,960","49,240","11.17M","1.14%","47.1770","-3861.2720","-5012.2591","1150.9871"
"2017- 12- 21","49,140","51,000","51,060","49,100","15.31M","-3.42%","46.8942","-4044.2438","-5300.0059","1255.7621"
"2017- 12- 20","50,880","51,500","51,760","50,820","10.07M","-1.32%","47.6300","-4161.9389","-5613.9464","1452.0075"
"2017- 12- 19","51,560","51,540","52,080","51,520","10.51M","0.70%","47.9027","-4428.7869","-5976.9483","1548.1614"
"2017- 12- 18","51,200","50,620","51,240","50,620","7.19M","1.15%","47.7557","-4774.1997","-6363.9886","1589.7889"
"2017- 12- 15","50,620","51,240","51,480","50,520","14.85M","-0.86%","47.5341","-5108.9746","-6761.4359","1652.4613"
"2017- 12- 14","51,060","51,320","52,280","51,060","19.98M","-0.51%","47.6765","-5402.9022","-7174.5512","1771.6490"
"2017- 12- 13","51,320","52,100","52,100","51,100","11.08M","-1.50%","47.7551","-5744.2730","-7617.4634","1873.1905"
"2017- 12- 12","52,100","51,820","52,100","51,660","8.05M","0.62%","47.9752","-6122.9059","-8085.7611","1962.8552"
"2017- 12- 11","51,780","52,000","52,040","51,500","8.00M","-0.42%","47.8836","-6596.5369","-8576.4748","1979.9379"
"2017- 12- 08","52,000","51,360","52,000","51,040","10.66M","2.48%","47.9375","-7072.5309","-9071.4593","1998.9284"
"2017- 12- 07","50,740","50,040","50,980","50,020","11.03M","1.44%","47.6244","-7599.5992","-9571.1914","1971.5923"
"2017- 12- 06","50,020","51,260","51,560","50,020","10.83M","-2.42%","47.4567","-8033.4994","-10064.0895","2030.5901"
"2017- 12- 05","51,260","50,600","51,300","50,280","9.20M","-0.16%","47.7009","-8397.1538","-10571.7370","2174.5832"
"2017- 12- 04","51,340","50,840","51,340","50,020","13.62M","0.98%","47.7156","-8865.4233","-11115.3828","2249.9595"
"2017- 12- 01","50,840","50,800","51,780","50,800","12.46M","0.08%","47.6219","-9342.2992","-11677.8727","2335.5735"
"2017- 11- 30","50,800","50,800","51,860","50,200","28.09M","-3.42%","47.6149","-9764.1693","-12261.7661","2497.5968"
"2017- 11- 29","52,600","53,200","53,240","52,500","9.58M","-1.28%","47.8814","-10156.5318","-12886.1653","2729.6334"
"2017- 11- 28","53,280","52,700","53,280","51,720","13.39M","1.22%","47.9756","-10692.8705","-13568.5736","2875.7031"
"2017- 11- 27","52,640","55,360","55,360","52,640","18.09M","-5.08%","47.8860","-11291.1374","-14287.4994","2996.3620"
"2017- 11- 24","55,460","55,300","55,500","55,180","4.42M","0.29%","48.2259","-11825.3451","-15036.5899","3211.2448"
"2017- 11- 23","55,300","55,960","55,980","55,020","6.21M","-1.18%","48.2065","-12622.3106","-15839.4011","3217.0905"
"2017- 11- 22","55,960","55,980","56,200","55,620","7.89M","1.23%","48.2757","-13439.6403","-16643.6737","3204.0334"
"2017- 11- 21","55,280","55,400","55,840","55,280","9.92M","0.14%","48.2046","-14354.5646","-17444.6821","3090.1175"
"2017- 11- 20","55,200","55,900","55,980","55,200","9.45M","-1.11%","48.1968","-15244.3106","-18217.2115","2972.9009"
"2017- 11- 17","55,820","56,400","56,880","55,820","10.37M","0.07%","48.2489","-16150.0691","-18960.4367","2810.3676"
"2017- 11- 16","55,780","55,440","56,000","55,400","7.62M","0.80%","48.2456","-17134.3636","-19663.0286","2528.6650"
"2017- 11- 15","55,340","55,920","56,320","55,320","8.75M","-1.04%","48.2113","-18137.3814","-20295.1949","2157.8135"
"2017- 11- 14","55,920","56,380","56,740","55,920","6.72M","-0.82%","48.2504","-19108.9804","-20834.6482","1725.6679"
"2017- 11- 13","56,380","56,400","56,800","56,100","7.47M","-0.04%","48.2793","-20130.1997","-21266.0652","1135.8655"
"2017- 11- 10","56,400","55,800","56,540","55,780","6.64M","0.11%","48.2804","-21187.6805","-21550.0316","362.3511"
"2017- 11- 09","56,340","56,920","56,920","55,900","11.99M","-0.74%","48.2770","-22231.2623","-21640.6193","-590.6430"
"2017- 11- 08","56,760","56,100","57,060","55,860","8.36M","1.18%","48.2981","-23233.7794","-21492.9586","-1740.8208"
